file_path,module,function_name,args,return_type,is_async,is_method,decorators,docstring,start_line,end_line
tests/test_pattern_fixes.py,tests.test_pattern_fixes,TestPatternFixes.test_as_cast_expression_lowering,(self),None,False,True,,"Verify Rust type cast expr as u64 lowers to Zig @as(u64, expr).",194,203
tests/test_pattern_fixes.py,tests.test_pattern_fixes,TestPatternFixes.test_tuple_field_access_lowering,(self),None,False,True,,"Verify Rust tuple field access self.0 lowers to Zig self.@""0"".",205,214
tests/test_pattern_fixes.py,tests.test_pattern_fixes,TestPatternFixes.test_tuple_literal_lowering,(self),None,False,True,,"Verify Rust tuple literal (a, b, c) lowers to Zig anonymous struct .{ a, b, c }.",216,225
tests/test_pattern_fixes.py,tests.test_pattern_fixes,TestPatternFixes.test_fn_param_unsized_slice,(self),None,False,True,,Verify fn parameter with unsized slice type [u8] lowers to []u8.,227,235
tests/test_pattern_fixes.py,tests.test_pattern_fixes,TestPatternFixes.test_nested_generics_bracket_matching,(self),None,False,True,,"Verify deeply nested generic types like Box<[CachePadded<RwLock<HashMap<K, V>>>]> lower cleanly.",237,246
tests/test_pattern_fixes.py,tests.test_pattern_fixes,TestPatternFixes.test_fixed_size_array_type,(self),None,False,True,,Verify Rust fixed-size array type [u8; 16] lowers to Zig [16]u8 array type.,248,258
tests/test_pattern_fixes.py,tests.test_pattern_fixes,TestPatternFixes.test_fn_name_primitive_shadowing,(self),None,False,True,,"Verify function names that shadow Zig primitives/keywords are escaped with @"""".",260,268
tests/test_pattern_fixes.py,tests.test_pattern_fixes,TestPatternFixes.test_lifetime_in_pointer_type,(self),None,False,True,,"Verify lifetime parameters like 'a, 'static, '_ in types are stripped.",270,278
tests/test_pattern_fixes.py,tests.test_pattern_fixes,TestPatternFixes.test_tuple_return_type_lowering,(self),None,False,True,,"Verify Rust tuple return type (usize, usize) lowers to Zig struct { usize, usize }.",280,289
tests/test_pattern_fixes.py,tests.test_pattern_fixes,TestPatternFixes.test_keyword_call_escaping,(self),None,False,True,,"Verify calls to functions named after Zig keywords like test(...) are escaped with @"""".",291,300
tests/test_pattern_fixes.py,tests.test_pattern_fixes,TestPatternFixes.test_impl_trait_parameter_lowering,(self),None,False,True,,Verify Rust impl Trait parameter type impl Iterator lowers to Zig anytype.,302,311
tests/test_pattern_fixes.py,tests.test_pattern_fixes,TestPatternFixes.test_number_literal_type_suffix_stripping,(self),None,False,True,,"Verify Rust numeric type suffixes like _u64, u64, usize, i32 are stripped from literals.",313,328
tests/test_pattern_fixes.py,tests.test_pattern_fixes,TestPatternFixes.test_slice_reference_type_mapping,(self),None,False,True,,Verify Rust slice reference &[u8] lowers to Zig []const u8 instead of *const []u8.,330,338
tests/test_pattern_fixes.py,tests.test_pattern_fixes,TestPatternFixes.test_double_semicolon_prevention,(self),None,False,True,,Verify const/static declarations do not emit double trailing semicolons (;;).,340,346
tests/test_pattern_fixes.py,tests.test_pattern_fixes,TestPatternFixes.test_impl_trait_return_type_lowering,(self),None,False,True,,Verify fn create_button() -> impl Bundle lowers to fn create_button() anytype.,348,356
tests/test_pattern_fixes.py,tests.test_pattern_fixes,TestPatternFixes.test_if_let_tuple_payload_capture,(self),None,False,True,,"Verify if let Some((color, reset_timer)) lowers cleanly without broken payload syntax.",358,368
tests/test_pattern_fixes.py,tests.test_pattern_fixes,TestPatternFixes.test_logical_operator_lowering,(self),None,False,True,,Verify Rust logical operators && and || lower to Zig and / or operators.,370,381
tests/test_pattern_fixes.py,tests.test_pattern_fixes,TestPatternFixes.test_while_let_loop_lowering,(self),None,False,True,,Verify while let Some(x) = iter.next() lowers to Zig while (iter.next()) |x|.,383,393
tests/test_pattern_fixes.py,tests.test_pattern_fixes,TestPatternFixes.test_closure_unused_parameter_discarding,(self),None,False,True,,Verify unused closure parameters are auto-discarded with _ = param; in closure helper struct.,395,403
tests/test_pattern_fixes.py,tests.test_pattern_fixes,TestPatternFixes.test_ref_keyword_in_payload_capture,(self),None,False,True,,Verify ref and ref mut keywords in if let payload capture are stripped for valid Zig capture.,405,415
tests/test_pattern_fixes.py,tests.test_pattern_fixes,TestPatternFixes.test_function_type_mapping,(self),None,False,True,,Verify Rust function signature type fn(T) -> R lowers to Zig *const fn(T) R.,417,426
tests/test_pattern_fixes.py,tests.test_pattern_fixes,TestPatternFixes.test_raw_string_literal_lowering,(self),None,False,True,,"Verify Rust raw string literals r""[0-9]"" and r#""hello""# lower to Zig string literals ""[0-9]"".",428,440
tests/test_pattern_fixes.py,tests.test_pattern_fixes,TestPatternFixes.test_array_reference_lowering,(self),None,False,True,,"Verify Rust array reference &[""is_match"", ""find""] lowers to Zig &.{ ""is_match"", ""find"" }.",442,451
tests/test_pattern_fixes.py,tests.test_pattern_fixes,TestPatternFixes.test_raw_pointer_type_lowering,(self),None,False,True,,"Verify Rust raw pointer types (*mut T, *const 'a T, *mut [u8]) map cleanly to Zig pointer types (*T, *const T, []u8).",453,467
tests/test_pattern_fixes.py,tests.test_pattern_fixes,TestPatternFixes.test_unit_return_expression_lowering,(self),None,False,True,,Verify Rust return () lowers to clean Zig return without invalid tuple syntax.,468,477
tests/test_pattern_fixes.py,tests.test_pattern_fixes,TestPatternFixes.test_closure_pattern_parameter_lowering,(self),None,False,True,,"Verify closures with tuple pattern parameters |res, (x, y)| build clean struct wrappers in Zig.",479,487
tests/test_pattern_fixes.py,tests.test_pattern_fixes,TestPatternFixes.test_reserved_keyword_parameter_escaping,(self),None,False,True,,"Verify reserved Zig keywords (test, error) in parameter names are escaped with @""..."".",488,497
tests/test_pattern_fixes.py,tests.test_pattern_fixes,TestPatternFixes.test_unsafe_block_lowering,(self),None,False,True,,Verify Rust unsafe { ... } blocks unwrap cleanly into Zig blocks without raw unsafe keywords.,499,509
tests/test_pattern_fixes.py,tests.test_pattern_fixes,TestPatternFixes.test_byte_string_literal_lowering,(self),None,False,True,,"Verify Rust byte string literal b""hello"" lowers to Zig string literal ""hello"".",511,520
tests/test_pattern_fixes.py,tests.test_pattern_fixes,TestPatternFixes.test_multiline_string_literal_newline_escaping,(self),None,False,True,,Verify Rust multiline string literals with raw newlines escape newlines cleanly for Zig.,522,530
tests/test_pattern_fixes.py,tests.test_pattern_fixes,TestPatternFixes.test_reserved_keyword_module_import_escaping,(self),None,False,True,,"Verify module imports named after reserved Zig keywords (error.zig) are escaped as @""error"".",531,540
tests/test_pattern_fixes.py,tests.test_pattern_fixes,TestPatternFixes.test_compound_assignment_try_expression_lowering,(self),None,False,True,,Verify Rust pos += func()?; lowers to Zig pos += try func(); without trailing ? or parentheses around assignment.,542,552
tests/test_pattern_fixes.py,tests.test_pattern_fixes,TestPatternFixes.test_standalone_range_expression_lowering,(self),None,False,True,,"Verify Rust standalone range expression 0..cap() lowers to Zig struct .{ .start = 0, .end = cap() } while slice ranges buf[0..10] preserve indexing syntax.",554,565
tests/test_pattern_fixes.py,tests.test_pattern_fixes,TestPatternFixes.test_array_type_with_generics_lowering,(self),None,False,True,,Verify Rust fixed-size array types with generic parameters [MaybeUninit<u8>; 40] lower to Zig [40]MaybeUninit(u8).,567,576
tests/test_pattern_fixes.py,tests.test_pattern_fixes,TestPatternFixes.test_inner_block_const_decl_lowering,(self),None,False,True,,Verify const item inside function block BOM: &str = ... lowers to Zig const BOM: []const u8 = ... without double semicolon.,578,588
tests/test_pattern_fixes.py,tests.test_pattern_fixes,TestPatternFixes.test_struct_and_enum_field_keyword_escaping,(self),None,False,True,,"Verify struct fields and enum variants named after reserved keywords (error, test, const) are escaped as @""error"".",590,604
tests/test_pattern_fixes.py,tests.test_pattern_fixes,TestPatternFixes.test_nested_function_in_block_lowering,(self),None,False,True,,Verify nested function item inside a block lowers to clean Zig function definition without raw -> arrow syntax.,606,616
tests/test_pattern_fixes.py,tests.test_pattern_fixes,TestPatternFixes.test_fn_pointer_void_return_type_mapping,(self),None,False,True,,Verify Rust function pointer types without return type fn(Cursor) map to Zig *const fn(Cursor) void.,618,627
tests/test_pattern_fixes.py,tests.test_pattern_fixes,TestPatternFixes.test_impl_trait_return_type_lowering,(self),None,False,True,,Verify function returning impl Trait lowers return type to type instead of invalid anytype.,629,637
tests/test_pattern_fixes.py,tests.test_pattern_fixes,TestPatternFixes.test_parenthesized_generic_type_lowering,(self),None,False,True,,Verify parenthesized return types like (Rc<Cell<Unexpected>>) lower cleanly to Rc(Cell(Unexpected)) without leading parens on base type.,639,647
tests/test_pattern_fixes.py,tests.test_pattern_fixes,TestPatternFixes.test_shadow_import_name_collision_lowering,(self),None,False,True,,Verify module import 'parse' alongside function 'pub fn parse()' renames import to avoid duplicate struct member error.,649,658
tests/test_pattern_fixes_part2.py,tests.test_pattern_fixes_part2,TestPatternFixesPart2.setUp,(self),None,False,True,,Initialize parser and emitter.,12,15
tests/test_pattern_fixes_part2.py,tests.test_pattern_fixes_part2,TestPatternFixesPart2._transpile_code,"(self, code: str)",str,False,True,,Helper to transpile Rust snippet string into Zig.,17,22
tests/test_pattern_fixes_part2.py,tests.test_pattern_fixes_part2,TestPatternFixesPart2.test_token_bracket_macro_type_lowering,(self),None,False,True,,"Verify Token![|] or Token![,] macro type syntax lowers cleanly to Token without invalid brackets.",24,33
tests/test_pattern_fixes_part2.py,tests.test_pattern_fixes_part2,TestPatternFixesPart2.test_return_unit_expr_lowering,(self),None,False,True,,Verify return () in Rust functions lowers to return; in Zig without parens.,35,44
tests/test_pattern_fixes_part2.py,tests.test_pattern_fixes_part2,TestPatternFixesPart2.test_match_arm_unit_expr_lowering,(self),None,False,True,,Verify match arm returning () like .Ident(_) => () lowers to .Ident => {} in Zig.,46,58
tests/test_pattern_fixes_part2.py,tests.test_pattern_fixes_part2,TestPatternFixesPart2.test_unit_struct_decl_lowering,(self),None,False,True,,Verify unit struct declaration struct BreakRules; lowers to const BreakRules = struct {}; in Zig.,60,67
tests/test_pattern_fixes_part2.py,tests.test_pattern_fixes_part2,TestPatternFixesPart2.test_byte_char_literal_lowering,(self),None,False,True,,Verify byte character literal b'/' lowers to Zig character literal '/' without b prefix.,69,78
tests/test_pattern_fixes_part2.py,tests.test_pattern_fixes_part2,TestPatternFixesPart2.test_array_literal_initializer_lowering,(self),None,False,True,,"Verify array literal elements [X, Y] lower to Zig anonymous struct initializer .{ X, Y }.",80,89
tests/test_pattern_fixes_part2.py,tests.test_pattern_fixes_part2,TestPatternFixesPart2.test_tuple_field_index_access_lowering,(self),None,False,True,,"Verify tuple numeric index access it.1 lowers to Zig field access it.@""1"".",91,100
tests/test_pattern_fixes_part2.py,tests.test_pattern_fixes_part2,TestPatternFixesPart2.test_primitive_name_module_import_escaping,(self),None,False,True,,"Verify module import named after primitive type like mod usize; escapes module name as @""usize"".",102,111
tests/test_pattern_fixes_part2.py,tests.test_pattern_fixes_part2,TestPatternFixesPart2.test_trailing_dot_float_literal_lowering,(self),None,False,True,,Verify float literals ending with a dot like 0. or 1. lower to 0.0 or 1.0 in Zig.,113,126
tests/test_pattern_fixes_part2.py,tests.test_pattern_fixes_part2,TestPatternFixesPart2.test_multiple_discard_statement_lowering,(self),None,False,True,,"Verify multiple variable discards like _ = a, b; split into separate _ = a; _ = b; statements in Zig.",128,138
tests/test_pattern_fixes_part2.py,tests.test_pattern_fixes_part2,TestPatternFixesPart2.test_unit_expression_call_arg_lowering,(self),None,False,True,,Verify unit expression () passed as function argument lowers to {} in Zig.,140,149
tests/test_pattern_fixes_part2.py,tests.test_pattern_fixes_part2,TestPatternFixesPart2.test_return_struct_init_semicolon_lowering,(self),None,False,True,,Verify return statement returning struct initializer like return {} ends with semicolon in Zig.,151,159
tests/test_pattern_fixes_part2.py,tests.test_pattern_fixes_part2,TestPatternFixesPart2.test_struct_init_assignment_semicolon_lowering,(self),None,False,True,,"Verify struct initializer assignment like from = .{a, b} ends with semicolon in Zig.",161,169
tests/test_pattern_fixes_part2.py,tests.test_pattern_fixes_part2,TestPatternFixesPart2.test_closure_tuple_destructuring_param_lowering,(self),None,False,True,,"Verify closure parameter with tuple destructuring |res, (x, y)| cleans parameter name to valid identifier.",171,183
tests/test_pattern_fixes_part2.py,tests.test_pattern_fixes_part2,TestPatternFixesPart2.test_dyn_trait_type_lowering,(self),None,False,True,,Verify dyn Error and dyn Trait + Send types lower to anyerror/anyopaque in Zig.,185,194
tests/test_pattern_fixes_part2.py,tests.test_pattern_fixes_part2,TestPatternFixesPart2.test_phantom_data_struct_field_lowering,(self),None,False,True,,Verify PhantomData<T> struct fields lower to valid void fields without empty types.,196,205
tests/test_pattern_fixes_part2.py,tests.test_pattern_fixes_part2,TestPatternFixesPart2.test_function_local_use_statement_lowering,(self),None,False,True,,Verify use statements inside function bodies do not emit invalid use ...; in Zig.,207,217
tests/test_pattern_fixes_part2.py,tests.test_pattern_fixes_part2,TestPatternFixesPart2.test_self_return_type_lowering,(self),None,False,True,,Verify Self return type in struct methods lowers to struct name or @This().,219,232
tests/test_pattern_fixes_part2.py,tests.test_pattern_fixes_part2,TestPatternFixesPart2.test_raw_identifier_escaping,(self),None,False,True,,"Verify Rust raw identifiers like r#type or r#match escape cleanly as @""type"" or @""match"" in Zig.",234,246
tests/test_pattern_fixes_part2.py,tests.test_pattern_fixes_part2,TestPatternFixesPart2.test_block_local_struct_decl_lowering,(self),None,False,True,,Verify struct declarations inside function blocks lower to const Name = struct {}; in Zig.,248,258
tests/test_pattern_fixes_part2.py,tests.test_pattern_fixes_part2,TestPatternFixesPart2.test_match_arm_if_guard_lowering,(self),None,False,True,,Verify match arm with if guard like .Assign(s) if s.is_empty() => {} lowers to if (s.is_empty()) {} in Zig.,260,272
tests/test_pattern_fixes_part2.py,tests.test_pattern_fixes_part2,TestPatternFixesPart2.test_as_cast_expression_lowering,(self),None,False,True,,"Verify Rust as cast expressions like (n / 8) as usize lower to @as(usize, (n / 8)) in Zig.",274,284
tests/test_pattern_fixes_part2.py,tests.test_pattern_fixes_part2,TestPatternFixesPart2.test_pointer_as_cast_lowering,(self),None,False,True,,Verify pointer as casts like ptr as *mut u8 lower to @ptrCast(p) in Zig.,286,295
